noise_std,seed,method,detected,truth,matched,precision,recall,f1,interval_iou_mean,start_index_mae,peak_index_mae,end_index_mae,duration_mae,amplitude_mae,temporal_symmetry_mae
0.1,11730,FeatureGraph,12,12,12,1.0,1.0,1.0,0.781924037261116,10.083333333333334,8.0,9.416666666666666,1.3333333333333333,0.015641520831080936,0.04468183630455081
0.1,11730,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9280590542721612,2.9166666666666665,2.6666666666666665,3.0833333333333335,3.3333333333333335,0.13231470216236177,0.07493385878115949
0.1,11731,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7985561575981955,9.25,8.0,8.583333333333334,2.5,0.01700169352383245,0.03438302866870799
0.1,11731,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9138671589169668,3.75,1.6666666666666667,3.4166666666666665,4.833333333333333,0.13190770648230274,0.07283052171773087
0.1,11732,FeatureGraph,12,12,12,1.0,1.0,1.0,0.798593891256619,9.25,7.75,8.583333333333334,1.5,0.01190889336179976,0.03311515378146884
0.1,11732,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9533720146687084,1.8333333333333333,2.8333333333333335,2.0,3.0,0.13790247598360336,0.06446873902541643
0.1,11733,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7895403000037832,9.666666666666666,7.25,9.083333333333334,1.0833333333333333,0.02572233919069607,0.054167968953482325
0.1,11733,SciPy baseline,12,12,12,1.0,1.0,1.0,0.940404031008097,2.5,1.9166666666666667,2.4166666666666665,2.5833333333333335,0.10861365745554857,0.08116728734628875
0.1,11734,FeatureGraph,12,12,12,1.0,1.0,1.0,0.788524801482473,9.75,7.75,9.083333333333334,1.3333333333333333,0.01727455110861968,0.05143925948250843
0.1,11734,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9336543842501875,2.9166666666666665,1.75,2.5833333333333335,4.833333333333333,0.13293519176321902,0.06856111499921627
0.1,11735,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7964186453192652,9.333333333333334,8.083333333333334,8.75,1.4166666666666667,0.021647607790266876,0.03761209924353193
0.1,11735,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9489561875848054,2.1818181818181817,2.3636363636363638,2.0,2.727272727272727,0.14203703651705935,0.07369431042176136
0.1,11736,FeatureGraph,12,12,12,1.0,1.0,1.0,0.795509051519319,9.333333333333334,8.25,8.833333333333334,2.1666666666666665,0.019383278537632997,0.027872937409293762
0.1,11736,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9553819752960409,1.75,1.8333333333333333,1.9166666666666667,2.8333333333333335,0.13644921178273384,0.05522255167891856
0.1,11737,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7902853440774789,9.666666666666666,8.0,9.0,1.3333333333333333,0.016029513603029167,0.03678369460675385
0.1,11737,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9342692954493389,2.9166666666666665,2.5833333333333335,2.5,4.583333333333333,0.15292347999793907,0.08185896466321999
0.1,11738,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7928786049572567,9.5,8.166666666666666,8.916666666666666,1.75,0.020907230881965583,0.039587213632319214
0.1,11738,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9313785820110562,2.9166666666666665,1.9166666666666667,2.75,4.0,0.140860362613381,0.08698650710277796
0.1,11739,FeatureGraph,12,12,12,1.0,1.0,1.0,0.792715544962736,9.583333333333334,8.5,8.833333333333334,1.25,0.022877721083887304,0.026878223159868736
0.1,11739,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9457028849008556,2.3333333333333335,2.5833333333333335,2.1666666666666665,3.5,0.13814955868278783,0.054843643001778075
0.1,11740,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7846968607258056,9.833333333333334,7.5,9.416666666666666,1.25,0.026826903608133824,0.054064314005646756
0.1,11740,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9348974095022445,2.6666666666666665,2.9166666666666665,2.75,3.5833333333333335,0.141468634978595,0.09143222645194848
0.1,11741,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7838923690749534,9.916666666666666,8.083333333333334,9.416666666666666,1.5,0.021432443549631076,0.042960440479690165
0.1,11741,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9310365993181443,2.8333333333333335,2.75,2.9166666666666665,4.75,0.113979215193844,0.07370952577057756
0.1,11742,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7812526009155222,10.083333333333334,7.916666666666667,9.5,1.0833333333333333,0.011296780425591763,0.047750531440058065
